date,product_id,category,base_demand,seasonality_factor,promotion,price,competitor_price,inventory_level,lead_time,stock_out,actual_demand
2022-01-01,1,Home,477.8214378844623,1.2061968082161005,1,313.37547676445024,401.77578895804265,3564.6377266336417,13,0,712.9275453267284
2022-01-01,2,Sports,120.20838819909643,1.2061968082161005,0,86.4373149647393,85.40270341504244,3423.703675882335,11,0,140.93405075130667
2022-01-01,3,Food,439.7792655987208,1.2061968082161005,0,304.54635575417234,276.1862999358381,2900.5883408063514,8,0,523.1153350759838
2022-01-01,4,Food,59.263022433111104,1.2061968082161005,0,485.2558275593772,487.20345240420085,2826.3521020372123,12,0,74.23623876913923
2022-01-01,5,Clothing,131.82123524319528,1.2061968082161005,0,99.86820982818257,109.24752505571857,3148.257708792362,12,0,160.9528033775747
2022-01-01,6,Clothing,286.140394234507,1.2061968082161005,1,188.40510026444122,208.17579341980627,2648.337376150307,1,0,499.9203326420549
2022-01-01,7,Food,325.33380262507075,1.2061968082161005,0,78.3519917195005,76.60752050421209,2224.618197963503,12,0,423.7191781868042
2022-01-01,8,Home,214.86282948216126,1.2061968082161005,0,233.47429226634762,235.46797982593108,1979.6075859390069,14,0,245.0106120244961
2022-01-01,9,Food,222.10789607022323,1.2061968082161005,0,491.7831340453262,449.93737047958047,2551.434692175778,9,0,285.9135531183855
2022-01-01,10,Food,436.97318303134426,1.2061968082161005,0,343.35069390801203,314.1002810278262,1972.679141158454,9,0,578.7555510173238
2022-01-02,1,Home,477.8214378844623,1.2123917801841884,1,313.37547676445024,395.45061012254604,3241.2297152658984,13,0,648.2459430531796
2022-01-02,2,Sports,120.20838819909643,1.2123917801841884,1,73.47171772002841,83.16967884638589,3026.2783925859812,11,0,214.95132267991707
2022-01-02,3,Food,439.7792655987208,1.2123917801841884,0,304.54635575417234,312.92488107577014,2498.389403876002,8,0,527.8889887099795
2022-01-02,4,Food,59.263022433111104,1.2123917801841884,0,485.2558275593772,510.5653204757183,2419.741373939049,12,0,78.64802993695291
2022-01-02,5,Clothing,131.82123524319528,1.2123917801841884,0,99.86820982818257,99.74428529135463,2301.77625520833,12,0,117.96511873071887
2022-01-02,6,Clothing,286.140394234507,1.2123917801841884,1,188.40510026444122,200.8810282518881,1800.8168879073964,1,0,500.9593673009334
2022-01-02,7,Food,325.33380262507075,1.2123917801841884,0,78.3519917195005,78.48629786413395,1415.1155484888654,12,0,385.7013394185309
2022-01-02,8,Home,214.86282948216126,1.2123917801841884,0,233.47429226634762,220.81056099171192,1143.8515030983535,14,0,271.264045390512
2022-01-02,9,Food,222.10789607022323,1.2123917801841884,0,491.7831340453262,458.4620026249129,1735.698416646467,9,0,295.9234567740568
2022-01-02,10,Food,436.97318303134426,1.2123917801841884,0,343.35069390801203,370.30777481428566,1192.7952171395532,9,0,542.9031995069138
2022-01-03,1,Home,477.8214378844623,0.9139373101502785,0,368.6770314875885,397.88298441835923,2014.1184110786046,13,0,402.8236822157209
2022-01-03,2,Sports,120.20838819909643,0.9139373101502785,0,86.4373149647393,85.17719355814158,2226.954518462829,11,0,106.41805369211218
2022-01-03,3,Food,439.7792655987208,0.9139373101502785,0,304.54635575417234,274.5151693823554,1928.8324474145134,8,0,298.1220710483158
2022-01-03,4,Food,59.263022433111104,0.9139373101502785,1,412.46745342547064,469.4961906826532,2077.686790134429,12,0,74.42717135995781
2022-01-03,5,Clothing,131.82123524319528,0.9139373101502785,0,99.86820982818257,100.24352697919628,2295.8342595865806,12,0,109.07373472607568
2022-01-03,6,Clothing,286.140394234507,0.9139373101502785,0,221.65305913463672,210.64941644229987,1996.123818199227,1,0,299.71044138735374
2022-01-03,7,Food,325.33380262507075,0.9139373101502785,0,78.3519917195005,74.98035655891881,1694.4533829699196,12,0,301.6704352293072
2022-01-03,8,Home,214.86282948216126,0.9139373101502785,1,198.45314842639547,223.13822024574546,2193.9881518615794,14,0,249.76738444582998
2022-01-03,9,Food,222.10789607022323,0.9139373101502785,0,491.7831340453262,456.8561915016173,1982.6066754336537,9,0,211.38147642792572
2022-01-03,10,Food,436.97318303134426,0.9139373101502785,0,343.35069390801203,361.3161492006245,1585.6234159928676,9,0,396.983259440786
2022-01-04,1,Home,477.8214378844623,0.9185766552366263,0,368.6770314875885,358.9279670592577,2509.580043055902,13,0,501.91600861118036
2022-01-04,2,Sports,120.20838819909643,0.9185766552366263,0,86.4373149647393,79.35446452672272,2763.231151843788,11,0,126.8255543939431
2022-01-04,3,Food,439.7792655987208,0.9185766552366263,0,304.54635575417234,285.45242670334954,2352.6765715851807,8,0,410.5545802586076
2022-01-04,4,Food,59.263022433111104,0.9185766552366263,1,412.46745342547064,486.42947296192557,2284.1907794735216,12,0,68.48579211165905
2022-01-04,5,Clothing,131.82123524319528,0.9185766552366263,0,99.86820982818257,93.36412146913659,2505.532565406328,12,0,110.67089296640323
2022-01-04,6,Clothing,286.140394234507,0.9185766552366263,1,188.40510026444122,214.60743323680862,2102.3232145384745,1,0,403.20935086785374
2022-01-04,7,Food,325.33380262507075,0.9185766552366263,0,78.3519917195005,84.26504969781017,2743.7566691049738,12,0,320.7167272832496
2022-01-04,8,Home,214.86282948216126,0.9185766552366263,0,233.47429226634762,234.85882182573891,2570.784645424677,14,0,172.97202368029681
2022-01-04,9,Food,222.10789607022323,0.9185766552366263,1,418.01566393852727,530.8519361130217,2295.091518582016,9,0,275.69312684266083
2022-01-04,10,Food,436.97318303134426,0.9185766552366263,0,343.35069390801203,358.8671017345226,3156.730430316124,9,0,430.819455867054
2022-01-05,1,Home,477.8214378844623,0.9232104956591105,0,368.6770314875885,389.31376857414,2044.1526840599024,13,0,408.8305368119805
2022-01-05,2,Sports,120.20838819909643,0.9232104956591105,0,86.4373149647393,93.32730574958555,1931.50269911121,11,0,112.64998494869256
2022-01-05,3,Food,439.7792655987208,0.9232104956591105,1,258.8644023910465,280.2722778972758,1380.842948274183,8,0,550.6597508370268
2022-01-05,4,Food,59.263022433111104,0.9232104956591105,0,485.2558275593772,458.4958426751303,1477.4820691298937,12,0,48.31956042785535
2022-01-05,5,Clothing,131.82123524319528,0.9232104956591105,0,99.86820982818257,96.38080591212372,1740.5360105176128,12,0,131.5269706938595
2022-01-05,6,Clothing,286.140394234507,0.9232104956591105,0,221.65305913463672,224.68122131354107,1443.2681011357765,1,0,297.2679093818362
2022-01-05,7,Food,325.33380262507075,0.9232104956591105,0,78.3519917195005,74.67261929086855,1114.9910528525056,12,0,328.27704828327086
2022-01-05,8,Home,214.86282948216126,0.9232104956591105,0,233.47429226634762,233.59743095562266,921.3903283299361,14,0,193.60072452256952
2022-01-05,9,Food,222.10789607022323,0.9232104956591105,0,491.7831340453262,461.8082623287327,734.9553854578401,9,0,186.434942872096
2022-01-05,10,Food,436.97318303134426,0.9232104956591105,0,343.35069390801203,321.1778394517968,1626.353813482227,9,0,445.69921401219347
2022-01-06,1,Home,477.8214378844623,0.9278374583108074,0,368.6770314875885,399.26722585886523,2171.022364703117,13,0,434.2044729406234
2022-01-06,2,Sports,120.20838819909643,0.9278374583108074,0,86.4373149647393,94.4521281614611,2408.3831642832483,11,0,118.6803997900654
2022-01-06,3,Food,439.7792655987208,0.9278374583108074,0,304.54635575417234,297.54774214974026,2017.6634154485246,8,0,390.71974883472365
2022-01-06,4,Food,59.263022433111104,0.9278374583108074,0,485.2558275593772,527.5851567352499,1958.488659631208,12,0,59.174755817316495
2022-01-06,5,Clothing,131.82123524319528,0.9278374583108074,0,99.86820982818257,91.82235733941755,2206.5121295999525,12,0,124.01173498437225
